Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
barely-true,Republican,0.43023255813953487,Government Officials,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
false,Other,-2.5,Legal & Advocacy,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,0.71875,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Republican,0.2,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,1.5,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,-1.0,Education & Non-Profit,Other,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.6875,Others,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.0625,Legal & Advocacy,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-1.3333333333333333,Others,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.5,Government Officials,Healthcare,Public Speaking,POSITIVE,SUBJECTIVE
barely-true,Media,0.06818181818181818,Media Professionals,Economy and Finance,Other,POSITIVE,OBJECTIVE
half-true,Republican,0.8333333333333334,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.9565217391304348,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.0,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.8846153846153846,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
false,Democrat,0.25,Others,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,-0.25,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.8,Government Officials,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,0.9,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
pants-fire,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
false,Republican,-1.3214285714285714,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,-1.0405405405405406,Media Professionals,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-1.0,Others,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,0.4166666666666667,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Social Issues,Other,NEGATIVE,SUBJECTIVE
true,Republican,-0.16666666666666666,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Social Issues,Other,POSITIVE,SUBJECTIVE
barely-true,Republican,-1.1666666666666667,Business & Industry Leaders,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Government Officials,Other,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Healthcare,Other,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.4274193548387097,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Republican,0.53125,Government Officials,Law and Ethics,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.6666666666666666,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.046875,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
false,Republican,-2.0,Others,Law and Ethics,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,0.11363636363636363,Government Officials,Economy and Finance,Other,NEGATIVE,SUBJECTIVE
false,Republican,-2.0,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.5476190476190477,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,0.5454545454545454,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.1111111111111111,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Democrat,0.328125,Others,Economy and Finance,Other,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Others,Healthcare,Other,NEGATIVE,OBJECTIVE
half-true,Republican,1.0,Business & Industry Leaders,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Democrat,-2.0,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,0.2727272727272727,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.16666666666666666,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.0,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Government Officials,Social Issues,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.3333333333333333,Media Professionals,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Other,-0.32142857142857145,Media Professionals,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Republican,-0.5,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Other,0.17391304347826086,Media Professionals,Foreign Policy and Security,Personal and Campaign Communications,POSITIVE,SUBJECTIVE
half-true,Republican,0.1267123287671233,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Other,NEGATIVE,SUBJECTIVE
true,Democrat,0.25,Government Officials,Politics and Government,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.71875,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.4274193548387097,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,0.75,Business & Industry Leaders,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-1.6666666666666667,Government Officials,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Other,-0.6666666666666666,Legal & Advocacy,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,1.375,Government Officials,Politics and Government,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Democrat,0.625,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.3333333333333333,Government Officials,Politics and Government,Print and Online Publications,NEGATIVE,OBJECTIVE
pants-fire,Republican,-3.0,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.5,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,-0.375,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Democrat,-3.0,Others,Other,Print and Online Publications,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.21428571428571427,Government Officials,Healthcare,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Republican,0.4076923076923077,Government Officials,Politics and Government,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,0.1267123287671233,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Republican,0.17142857142857143,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.4274193548387097,Government Officials,Other,Public Speaking,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Democrat,0.6538461538461539,Government Officials,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Other,0.5,Others,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Education & Non-Profit,Economy and Finance,Print and Online Publications,NEGATIVE,SUBJECTIVE
half-true,Republican,-0.16666666666666666,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Republican,1.5,Government Officials,Politics and Government,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-0.36,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Republican,-0.3684210526315789,Government Officials,Other,Other,POSITIVE,OBJECTIVE
barely-true,Republican,-0.07692307692307693,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,-0.2777777777777778,Others,Healthcare,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,-0.20833333333333334,Media Professionals,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.5,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.125,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.71875,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,2.0,Others,Law and Ethics,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
false,Other,-2.0,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.14814814814814814,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.6935483870967742,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.046875,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Other,0.08333333333333333,Media Professionals,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.11363636363636363,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Republican,-0.3333333333333333,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,SUBJECTIVE
half-true,Republican,0.2,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Other,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
mostly-true,Other,0.7777777777777778,Media Professionals,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.19444444444444445,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.6935483870967742,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7857142857142857,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Other,1.25,Legal & Advocacy,Other,Social Media and Online Platforms,POSITIVE,OBJECTIVE
barely-true,Republican,0.8636363636363636,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
true,Democrat,2.0,Others,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.75,Government Officials,Other,Public Speaking,NEGATIVE,SUBJECTIVE
false,Other,0.17391304347826086,Media Professionals,Politics and Government,Other,NEGATIVE,SUBJECTIVE
mostly-true,Other,-0.9,Education & Non-Profit,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
true,Republican,-0.19444444444444445,Government Officials,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Republican,0.046875,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Democrat,0.5454545454545454,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
half-true,Republican,-0.03571428571428571,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7272727272727273,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.5416666666666666,Government Officials,Other,Print and Online Publications,POSITIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
false,Democrat,-0.2,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.3333333333333333,Media Professionals,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Other,-2.0,Media Professionals,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.9565217391304348,Government Officials,Foreign Policy and Security,Print and Online Publications,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0555555555555556,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,0.4076923076923077,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
barely-true,Other,0.0,Others,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,0.13636363636363635,Media Professionals,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
pants-fire,Democrat,-2.25,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.048780487804878,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Healthcare,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.43023255813953487,Government Officials,Economy and Finance,Print and Online Publications,POSITIVE,SUBJECTIVE
false,Other,0.42857142857142855,Media Professionals,Environment and Energy,Other,NEGATIVE,OBJECTIVE
true,Democrat,1.0833333333333333,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
true,Republican,-0.47115384615384615,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Economy and Finance,Other,POSITIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.07692307692307693,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,1.1111111111111112,Government Officials,Other,Other,POSITIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,0.6666666666666666,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Democrat,0.7330316742081447,Government Officials,Foreign Policy and Security,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7857142857142857,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,-0.0625,Legal & Advocacy,Environment and Energy,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.47115384615384615,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,0.25,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Republican,1.0,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,2.0,Others,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-0.9117647058823529,Legal & Advocacy,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.34523809523809523,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.6,Government Officials,Healthcare,Broadcast Media,NEGATIVE,SUBJECTIVE
pants-fire,Republican,0.11363636363636363,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,-1.125,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Other,-1.0638297872340425,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Social Issues,Other,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.6228070175438597,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,0.2,Education & Non-Profit,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Print and Online Publications,POSITIVE,OBJECTIVE
barely-true,Republican,0.16666666666666666,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.71875,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.0,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.875,Government Officials,Social Issues,Print and Online Publications,NEGATIVE,OBJECTIVE
barely-true,Republican,0.43023255813953487,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.4076923076923077,Government Officials,Other,Broadcast Media,POSITIVE,OBJECTIVE
pants-fire,Democrat,0.328125,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Republican,1.0,Legal & Advocacy,Other,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Media Professionals,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,1.375,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,-0.75,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-2.3333333333333335,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.4076923076923077,Government Officials,Economy and Finance,Print and Online Publications,POSITIVE,OBJECTIVE
pants-fire,Democrat,-2.5,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.34523809523809523,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Personal and Campaign Communications,POSITIVE,OBJECTIVE
mostly-true,Republican,-0.7806748466257669,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.11363636363636363,Government Officials,Politics and Government,Public Speaking,POSITIVE,SUBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
false,Democrat,0.7330316742081447,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Republican,0.4076923076923077,Government Officials,Social Issues,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Republican,1.0,Others,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Republican,0.43023255813953487,Government Officials,Healthcare,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Republican,-0.0625,Legal & Advocacy,Foreign Policy and Security,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Republican,0.9166666666666666,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.11363636363636363,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Other,POSITIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
mostly-true,Republican,-0.20833333333333334,Media Professionals,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Other,-1.0638297872340425,Media Professionals,Foreign Policy and Security,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Republican,1.0,Government Officials,Politics and Government,Broadcast Media,POSITIVE,SUBJECTIVE
false,Republican,0.11363636363636363,Government Officials,Economy and Finance,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.375,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
false,Other,-1.0638297872340425,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Healthcare,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.3333333333333333,Media Professionals,Other,Other,NEGATIVE,SUBJECTIVE
pants-fire,Democrat,-3.0,Business & Industry Leaders,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.3333333333333333,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Media,0.06818181818181818,Media Professionals,Economy and Finance,Print and Online Publications,NEGATIVE,OBJECTIVE
true,Democrat,1.3,Government Officials,Other,Other,POSITIVE,OBJECTIVE
true,Republican,-0.3888888888888889,Others,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.6228070175438597,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,0.1267123287671233,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Republican,0.43023255813953487,Government Officials,Politics and Government,Other,POSITIVE,OBJECTIVE
barely-true,Democrat,0.25,Others,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,-1.3333333333333333,Business & Industry Leaders,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.11363636363636363,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,0.7330316742081447,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.35714285714285715,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.53125,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
true,Republican,0.6228070175438597,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,SUBJECTIVE
barely-true,Republican,0.13636363636363635,Others,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
half-true,Other,1.0,Others,Other,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
false,Democrat,0.16666666666666666,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.0625,Legal & Advocacy,Foreign Policy and Security,Public Speaking,NEGATIVE,SUBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.3333333333333333,Media Professionals,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.4274193548387097,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Politics and Government,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Republican,0.1267123287671233,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,1.1666666666666667,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.71875,Government Officials,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,1.0,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.07692307692307693,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.625,Government Officials,Law and Ethics,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.0,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Print and Online Publications,POSITIVE,OBJECTIVE
false,Democrat,0.7272727272727273,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Democrat,1.1666666666666667,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Law and Ethics,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Democrat,-0.6153846153846154,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
